"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"TRPM8" 485.452860008945 -4.19730944297641 0.425908378382145 -9.85495861556023 6.52435670529376e-23 1.00980411084777e-20
"ACKR3" 3831.36814245572 1.03527836907625 0.086100212051206 12.0241094001086 2.65434684945416e-33 8.91578164092189e-31
"MAB21L4" 52.61952810183 2.38742678575923 0.664143911316571 3.5947431649663 0.000324711745263873 0.00292759812820147
"LRRN1" 5144.17333605939 1.38991693395337 0.152452962338664 9.11702149064023 7.72172797732048e-20 9.523665592028e-18
"COLQ" 425.239765265163 1.19723887768206 0.32167308934148 3.72191183332435 0.000197720065083991 0.00195576858864723
"TBC1D5" 2916.35767693387 1.49900632444426 0.183123360644708 8.18577334517465 2.70560526131775e-16 2.41318589041939e-14
"RARB" 257.695215160502 -1.21586688760555 0.169319660251324 -7.18089609795355 6.92559720963972e-13 3.89090402663994e-11
"SLC6A20" 53.2191213919051 1.4256573794323 0.497990734663148 2.86281908517163 0.00419890237326698 0.0238958506802112
"ALS2CL" 265.770370234076 1.42504533708958 0.373747776057604 3.81285302115067 0.000137371812110571 0.00144713330078847
"UBA7" 103.291491295309 1.38372308003112 0.342179613776868 4.04385014278912 5.25805342752765e-05 0.000643479763258752
"CACNA2D2" 463.902277133297 1.05659587070037 0.391897189370462 2.69610474215871 0.00701556027227543 0.0359826673224211
"FRMD4B" 158.062118564233 -1.00895268113056 0.250518701877171 -4.02745453161916 5.63839667089767e-05 0.000679491360637111
"CADM2" 168.662793231826 -1.27449075608185 0.321975340626875 -3.95834896424196 7.54696404654065e-05 0.000865972427217284
"MTRNR2L12" 111.443723504898 -1.14065589156807 0.25614430464621 -4.45317686506268 8.46090031578213e-06 0.000129180109560205
"CPOX" 1227.90611198974 1.04233968905601 0.148694137519515 7.00995820308791 2.38389329815218e-12 1.25031639528002e-10
"ST3GAL6" 136.106977199684 1.48368452296329 0.44638255613248 3.32379592925435 0.000888011510442645 0.00682523744662027
"DCBLD2" 191.876943982224 1.2111296723527 0.334965964883843 3.6156797983123 0.00029956047152569 0.0027463189105552
"MYH15" 41.5894002215703 -1.95519698173899 0.532855711153843 -3.66928033389229 0.000243234238898458 0.00232301015190072
"PHLDB2" 41.1333178056035 -1.57015790812993 0.42529807243048 -3.69189989307227 0.000222585080282031 0.00215712133972524
"CD200" 491.102888986438 3.23043174889571 0.772505462928865 4.18175909934397 2.89262365018343e-05 0.000383102764810786
"SLC35A5" 2133.21097243478 1.20331251433845 0.170042588741992 7.07653607981855 1.47802286162762e-12 8.13015572004018e-11
"CCDC80" 89.4836444961743 2.21372706375729 0.625486646803911 3.53920755154233 0.000401330177024934 0.00348458444605784
"LRRC58" 6096.44733131523 1.62699673995313 0.107058682720624 15.1972422843916 3.68823877154617e-52 5.29329322603631e-49
"EAF2" 355.570292259421 -1.61609152340286 0.426964649431859 -3.78507102532567 0.000153664685547866 0.00159180078132819
"SLC15A2" 212.569175122556 -2.5810671037733 0.500744345484181 -5.15446080829452 2.54361749740813e-07 5.5387709560803e-06
"MYLK" 925.652237779999 1.6640186912209 0.314980091564146 5.28293290841852 1.27131959305504e-07 2.94286252427565e-06
"KALRN" 398.87919738313 1.5990083524158 0.210266002633695 7.60469278146421 2.85581475003686e-14 1.95172066921351e-12
